_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,ask_question_here,ask_question_here:confidence,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment:confidence,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment:confidence,_created_at,orig__golden,orig__unit_id,_updated_at,orig_q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold_reason,orig_q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold_reason,w1,w2,w3,w4
802941070,false,finalized,8,10/7/2015 20:11:00,,,fans,0.7468,isn't helping either,1.0,9/25/2015 13:39:13,,796450066,9/29/2015 02:34:42,,,,,,,fans,isn't helping either,dream,my new addiction
802941071,false,finalized,8,10/7/2015 19:44:01,,,luv ya too,0.5006,hard enough,0.8729,9/25/2015 13:39:13,,796450067,9/29/2015 02:34:42,,,,,,,greatest,luv ya too,late christmas presents,hard enough
802941072,false,finalized,8,10/7/2015 20:24:14,,,walk,0.8676,sucks to live,1.0,9/25/2015 13:39:13,,796450068,9/29/2015 02:34:42,,,,,,,sucks to live,crazy talk,worry,walk
802941073,false,finalized,8,10/7/2015 23:19:08,,,still,0.8908,baby is sick,0.7646,9/25/2015 13:39:13,,796450069,9/29/2015 02:34:42,,,,,,,noone to talk,still,baby is sick,dearly missed
802941074,false,finalized,8,10/8/2015 12:34:18,,,a nose job,0.6286,heart pain,1.0,9/25/2015 13:39:13,,796450070,9/29/2015 02:34:42,,,,,,,sinks,lack of work,a nose job,heart pain
802941075,false,finalized,8,10/8/2015 15:27:41,,,sigh of relief,1.0,broken,0.7603,9/25/2015 13:39:13,,796450071,9/29/2015 02:34:42,,,,,,,bout to jump,sigh of relief,broken,incredibly slow
802941076,false,finalized,8,10/7/2015 19:13:52,,,happy tea drinking,0.7454,lost a child,1.0,9/25/2015 13:39:13,,796450072,9/29/2015 02:34:42,,,,,,,crush,u need help,lost a child,happy tea drinking
802941077,false,finalized,8,10/8/2015 02:25:21,,,laughing,0.8746,stupid romance,0.8621,9/25/2015 13:39:13,,796450073,9/29/2015 02:34:42,,,,,,,stupid romance,a little motivation,ur hard work,laughing
802941078,false,finalized,8,10/7/2015 20:11:03,,,grand,1.0,eat my words,1.0,9/25/2015 13:39:13,,796450074,9/29/2015 02:34:42,,,,,,,mystery,grand,wear,eat my words
802941079,false,finalized,8,10/8/2015 00:18:35,,,#love #at_1st_sight,0.5058,slow and steady,1.0,9/25/2015 13:39:13,,796450075,9/29/2015 02:34:42,,,,,,,slow and steady,#love #at_1st_sight,gorgeous,precious little family
802941080,false,finalized,8,10/7/2015 20:42:37,,,romantic,0.8719,never,1.0,9/25/2015 13:39:13,,796450076,9/29/2015 02:34:42,,,,,,,heart,romantic,much,never
802941081,false,finalized,8,10/7/2015 20:28:15,,,bout yourself,0.5013,fail,0.7444,9/25/2015 13:39:13,,796450077,9/29/2015 02:34:42,,,,,,,bout yourself,truly gone,overflow,fail
802941082,false,finalized,8,10/7/2015 18:43:39,,,#at_1st_sight,0.751,hell,0.8741,9/25/2015 13:39:13,,796450078,9/29/2015 02:34:42,,,,,,,truly broke,#at_1st_sight,hell,foundation
802941083,false,finalized,8,10/8/2015 04:14:04,,,support,0.6157,impossible dream,0.7509,9/25/2015 13:39:13,,796450079,9/29/2015 02:34:42,,,,,,,support,want,awesome fictional weapons,impossible dream
802941084,false,finalized,8,10/8/2015 04:27:26,,,winning,1.0,shameless self promotion,1.0,9/25/2015 13:39:13,,796450080,9/29/2015 02:34:42,,,,,,,comments,winning,shameless self promotion,nose
802941085,false,finalized,8,10/8/2015 03:23:04,,,couldn't stop smiling,1.0,worked,0.7395,9/25/2015 13:39:13,,796450081,9/29/2015 02:34:42,,,,,,,plane,worked,spread the words,couldn't stop smiling
802941086,false,finalized,8,10/8/2015 01:21:06,,,top down,0.7314,hate money,0.8745,9/25/2015 13:39:13,,796450082,9/29/2015 02:34:42,,,,,,,top down,cheap,hate money,drunk
802941087,false,finalized,8,10/7/2015 19:13:52,,,promises,0.8708,just hang in,0.8743,9/25/2015 13:39:13,,796450083,9/29/2015 02:34:42,,,,,,,sense of smell,just hang in,promises,new record player
802941088,false,finalized,8,10/7/2015 06:56:37,,,deal,0.7363,hate surprises,0.3875,9/25/2015 13:39:13,,796450084,9/29/2015 02:34:42,,,,,,,hate surprises,emotional,major case,deal
802941089,false,finalized,8,10/7/2015 07:42:26,,,dog,1.0,truly hate,1.0,9/25/2015 13:39:13,,796450085,9/29/2015 02:34:42,,,,,,,dog,couldn't care less,badly want one,truly hate
802941090,false,finalized,8,10/8/2015 00:47:31,,,smell the flowers,1.0,villain,0.6346,9/25/2015 13:39:13,,796450086,9/29/2015 02:34:42,,,,,,,alone,villain,hate public transport,smell the flowers
802941091,false,finalized,8,10/7/2015 11:43:38,,,stress free,1.0,still won't work,0.6208,9/25/2015 13:39:13,,796450087,9/29/2015 02:34:42,,,,,,,emotional fair,stress free,phone just died,still won't work
802941092,false,finalized,8,10/7/2015 19:06:32,,,ridiculously excited,1.0,blind,1.0,9/25/2015 13:39:13,,796450088,9/29/2015 02:34:42,,,,,,,ridiculously excited,shopping,help,blind
802941093,false,finalized,8,10/8/2015 13:41:11,,,fucking fantastic,0.8812,can't even swallow,1.0,9/25/2015 13:39:13,,796450089,9/29/2015 02:34:42,,,,,,,fathers,really,fucking fantastic,can't even swallow
802941094,false,finalized,8,10/7/2015 23:42:57,,,genius,0.6382,died,1.0,9/25/2015 13:39:13,,796450090,9/29/2015 02:34:42,,,,,,,love bug,died,fussy,genius
802941095,false,finalized,8,10/8/2015 13:06:12,,,#love,1.0,loss,0.8743,9/25/2015 13:39:13,,796450091,9/29/2015 02:34:42,,,,,,,need a buddy,horror fans,#love,loss
802941096,false,finalized,8,10/7/2015 13:39:21,,,top left,0.7447,new crisis,0.6125,9/25/2015 13:39:13,,796450092,9/29/2015 02:34:42,,,,,,,authentic black,slap,top left,new crisis
802941097,false,finalized,8,10/7/2015 20:42:37,,,greater,1.0,wrecked beyond repair,1.0,9/25/2015 13:39:13,,796450093,9/29/2015 02:34:42,,,,,,,greater,storm,wrecked beyond repair,weight loss journey
802941098,false,finalized,8,10/8/2015 14:38:39,,,no other reason,0.7341,wreckage,0.8783,9/25/2015 13:39:13,,796450094,9/29/2015 02:34:42,,,,,,,wreckage,bloody work,no other reason,just a bug
802941099,false,finalized,8,10/8/2015 03:21:06,,,sing,0.6378,jealous,0.6561,9/25/2015 13:39:13,,796450095,9/29/2015 02:34:42,,,,,,,my sick friend,sing,jealous,#wantit
802941100,false,finalized,8,10/8/2015 14:25:35,,,balance,1.0,what's wrong baby,0.7688,9/25/2015 13:39:13,,796450096,9/29/2015 02:34:42,,,,,,,balance,waited,what's wrong baby,reserve a spot
802941101,false,finalized,8,10/7/2015 17:32:51,,,afford,0.7457,#sad,1.0,9/25/2015 13:39:13,,796450097,9/29/2015 02:34:42,,,,,,,afford,what lies ahead,#sad,didn't come true
802941102,false,finalized,8,10/7/2015 17:48:04,,,happiness,0.8809,doesn't look good,1.0,9/25/2015 13:39:13,,796450098,9/29/2015 02:34:42,,,,,,,committed,happiness,passers,doesn't look good
802941103,false,finalized,8,10/7/2015 17:37:08,,,realise your dreams,0.506,said,0.7635,9/25/2015 13:39:13,,796450099,9/29/2015 02:34:42,,,,,,,said,realise your dreams,extremely well,friendship
802941104,false,finalized,8,10/8/2015 15:26:42,,,love cats,1.0,liquor,0.7556,9/25/2015 13:39:13,,796450100,9/29/2015 02:34:42,,,,,,,liquor,teeth,love cats,honey and lemon
802941105,false,finalized,8,10/7/2015 15:45:04,,,time well spent,0.75,back injury,0.75,9/25/2015 13:39:13,,796450101,9/29/2015 02:34:42,,,,,,,notice me sweetheart,back hurts,time well spent,back injury
802941106,false,finalized,8,10/8/2015 08:28:04,,,ridiculously awesome,0.8718,accident,0.8743,9/25/2015 13:39:13,,796450102,9/29/2015 02:34:42,,,,,,,great player,hit us back,ridiculously awesome,accident
802941107,false,finalized,8,10/7/2015 18:31:52,,,deep love,1.0,low level,0.5014,9/25/2015 13:39:13,,796450103,9/29/2015 02:34:42,,,,,,,deep love,barely moving,presents,low level
802941108,false,finalized,8,10/7/2015 13:52:16,,,look,1.0,real disaster,1.0,9/25/2015 13:39:13,,796450104,9/29/2015 02:34:42,,,,,,,well im sorry,stranger,real disaster,look
802941109,false,finalized,8,10/7/2015 20:54:29,,,funniest,1.0,hurting real bad,1.0,9/25/2015 13:39:13,,796450105,9/29/2015 02:34:42,,,,,,,against,hurting real bad,mess,funniest
802941110,false,finalized,8,10/7/2015 17:27:04,,,seriously interested,0.8882,definitely sick,0.614,9/25/2015 13:39:13,,796450106,9/29/2015 02:34:42,,,,,,,seriously interested,teasing,#exhausted,definitely sick
802941111,false,finalized,8,10/7/2015 11:34:10,,,so freaking cute,0.8691,fails,1.0,9/25/2015 13:39:13,,796450107,9/29/2015 02:34:42,,,,,,,ready to serve,director's cut,fails,so freaking cute
802941112,false,finalized,8,10/7/2015 18:09:26,,,game console,0.5139,pissed,1.0,9/25/2015 13:39:13,,796450108,9/29/2015 02:34:42,,,,,,,game console,stroll,spread,pissed
802941113,false,finalized,8,10/7/2015 13:39:21,,,a good problem,0.6242,lone,0.8737,9/25/2015 13:39:13,,796450109,9/29/2015 02:34:42,,,,,,,lone,don't even mind,recover,a good problem
802941114,false,finalized,8,10/7/2015 17:35:16,,,family,1.0,odd sense,0.8746,9/25/2015 13:39:13,,796450110,9/29/2015 02:34:42,,,,,,,odd sense,loud and clear,live shot,family
802941115,false,finalized,8,10/8/2015 14:08:28,,,roses,0.8649,ridiculously,1.0,9/25/2015 13:39:13,,796450111,9/29/2015 02:34:42,,,,,,,ridiculously,leg,roses,talk
802941116,false,finalized,8,10/7/2015 23:19:08,,,good at begging,0.7691,my heart bleeds,1.0,9/25/2015 13:39:13,,796450112,9/29/2015 02:34:42,,,,,,,my heart bleeds,good lie,good at begging,lost art
802941117,false,finalized,8,10/7/2015 03:39:26,,,responsibility,0.871,my heart stopped,0.6353,9/25/2015 13:39:13,,796450113,9/29/2015 02:34:42,,,,,,,my heart stopped,white lies,responsibility,back leg
802941118,false,finalized,8,10/7/2015 17:31:09,,,foot spa,0.6228,shoot,1.0,9/25/2015 13:39:13,,796450114,9/29/2015 02:34:42,,,,,,,shoot,word,flying,foot spa
802941119,false,finalized,8,10/7/2015 18:24:20,,,well,0.6236,even sadder,1.0,9/25/2015 13:39:13,,796450115,9/29/2015 02:34:42,,,,,,,even sadder,beast,mum,well
802941120,false,finalized,8,10/8/2015 14:09:53,,,deep,1.0,back is sore,0.7623,9/25/2015 13:39:13,,796450116,9/29/2015 02:34:42,,,,,,,back is sore,bedbugs,debris,deep
802941121,false,finalized,8,10/8/2015 07:21:34,,,super sick start,0.4854,blood work,1.0,9/25/2015 13:39:13,,796450117,9/29/2015 02:34:42,,,,,,,slow song,super sick start,hearing,blood work
802941122,false,finalized,8,10/7/2015 17:37:14,,,nervous and excited,0.7522,fighting,0.7522,9/25/2015 13:39:13,,796450118,9/29/2015 02:34:42,,,,,,,steal,extra shot,nervous and excited,fighting
802941123,false,finalized,8,10/7/2015 21:54:29,,,arrived,0.6262,didnt sleep well,1.0,9/25/2015 13:39:13,,796450119,9/29/2015 02:34:42,,,,,,,even,arrived,didnt sleep well,rest my case
802941124,false,finalized,8,10/7/2015 23:59:08,,,pretty,0.5035,try,0.7481,9/25/2015 13:39:13,,796450120,9/29/2015 02:34:42,,,,,,,try,pretty,top gun,super hit
802941125,false,finalized,8,10/7/2015 10:07:36,,,a little dream,1.0,losing faith,0.7531,9/25/2015 13:39:13,,796450121,9/29/2015 02:34:42,,,,,,,a little dream,coughing fit,goes too fast,losing faith
802941126,false,finalized,8,10/8/2015 03:32:59,,,greatest,0.873,my heart bleeds,0.7425,9/25/2015 13:39:13,,796450122,9/29/2015 02:34:42,,,,,,,my heart bleeds,greatest,accidentally,guilty pleasures
802941127,false,finalized,8,10/7/2015 04:49:15,,,#love #at_1st_sight,0.8721,donkey,1.0,9/25/2015 13:39:13,,796450123,9/29/2015 02:34:42,,,,,,,donkey,#love #at_1st_sight,freaking hilarious,#wantit
802941128,false,finalized,8,10/8/2015 04:19:34,,,collecting,0.5157,cheap beer,0.5119,9/25/2015 13:39:13,,796450124,9/29/2015 02:34:42,,,,,,,cheap beer,collecting,sense of smell,spread
802941129,false,finalized,8,10/7/2015 19:07:03,,,deserved,1.0,pretty grim,0.8734,9/25/2015 13:39:13,,796450125,9/29/2015 02:34:42,,,,,,,pretty grim,warning,deserved,poor little baby
802941130,false,finalized,8,10/8/2015 10:51:01,,,realise your dreams,1.0,back injury,0.748,9/25/2015 13:39:13,,796450126,9/29/2015 02:34:42,,,,,,,back injury,bout to jump,admit,realise your dreams
802941131,false,finalized,8,10/7/2015 20:14:41,,,smart creature,0.8762,still won't work,0.7485,9/25/2015 13:39:13,,796450127,9/29/2015 02:34:42,,,,,,,stupid sun,repair,still won't work,smart creature
802941132,false,finalized,8,10/7/2015 17:24:59,,,happiness overload,0.8759,hurting,1.0,9/25/2015 13:39:13,,796450128,9/29/2015 02:34:42,,,,,,,happiness overload,hurting,i need holiday,breakfast
802941133,false,finalized,8,10/7/2015 11:44:00,,,funniest,0.876,disappointing,1.0,9/25/2015 13:39:13,,796450129,9/29/2015 02:34:42,,,,,,,funniest,new,disappointing,stuck
802941134,false,finalized,8,10/7/2015 11:32:18,,,amazing things happened,1.0,question,0.7465,9/25/2015 13:39:13,,796450130,9/29/2015 02:34:42,,,,,,,amazing things happened,mild,motivation,question
802941135,false,finalized,8,10/7/2015 23:43:17,,,#finallyinthehotel #exhausted,0.8664,baby is sick,0.6539,9/25/2015 13:39:13,,796450131,9/29/2015 02:34:42,,,,,,,#finallyinthehotel #exhausted,well that sucks,baby is sick,completely messed
802941136,false,finalized,8,10/8/2015 00:02:39,,,tried my best,0.7625,love hurts,0.5067,9/25/2015 13:39:13,,796450132,9/29/2015 02:34:42,,,,,,,beer is gross,twitterworld,tried my best,love hurts
802941137,false,finalized,8,10/7/2015 11:44:00,,,sing,0.7486,didnt sleep well,1.0,9/25/2015 13:39:13,,796450133,9/29/2015 02:34:42,,,,,,,didnt sleep well,sing,freudian slip,long rest
802941138,false,finalized,8,10/7/2015 19:28:56,,,wisdom,0.8733,mistakes,0.8705,9/25/2015 13:39:13,,796450134,9/29/2015 02:34:42,,,,,,,wisdom,zombie,soft,mistakes
802941139,false,finalized,8,10/7/2015 14:38:01,,,warm and fuzzy,0.8708,losing,1.0,9/25/2015 13:39:13,,796450135,9/29/2015 02:34:42,,,,,,,losing,new crush,warm and fuzzy,sound asleep
802941140,false,finalized,8,10/8/2015 14:48:57,,,perfect,1.0,even sadder,1.0,9/25/2015 13:39:13,,796450136,9/29/2015 02:34:42,,,,,,,fathers,even sadder,perfect,drama
802941141,false,finalized,8,10/7/2015 17:33:55,,,wonderful rain,1.0,sad smiley,1.0,9/25/2015 13:39:13,,796450137,9/29/2015 02:34:43,,,,,,,should've won,close,sad smiley,wonderful rain
802941142,false,finalized,8,10/8/2015 00:50:52,,,feedback,1.0,epic fail,0.7553,9/25/2015 13:39:13,,796450138,9/29/2015 02:34:43,,,,,,,fail,epic fail,hurts even more,feedback
802941143,false,finalized,8,10/7/2015 21:13:39,,,knight,0.7463,pain,0.745,9/25/2015 13:39:13,,796450139,9/29/2015 02:34:43,,,,,,,pain,knight,bummed,crooked
802941144,false,finalized,8,10/7/2015 17:30:22,,,you're too kind,1.0,full of bullshit,0.6329,9/25/2015 13:39:13,,796450140,9/29/2015 02:34:43,,,,,,,never too young,full of bullshit,you're too kind,hurt like crazy
802941145,false,finalized,8,10/7/2015 23:31:46,,,bright spot,0.8733,evening,0.3807,9/25/2015 13:39:13,,796450141,9/29/2015 02:34:43,,,,,,,bright spot,no thanks needed,evening,transport
802941146,false,finalized,8,10/7/2015 18:56:17,,,don't even mind,0.63,back strains,1.0,9/25/2015 13:39:13,,796450142,9/29/2015 02:34:43,,,,,,,just hang in,braces,back strains,don't even mind
802941147,false,finalized,8,10/8/2015 03:25:05,,,little stud,0.6184,proven guilty,1.0,9/25/2015 13:39:13,,796450143,9/29/2015 02:34:43,,,,,,,grow,proven guilty,sing with braces,little stud
802941148,false,finalized,8,10/8/2015 12:57:04,,,fucking love it,1.0,just looks wrong,0.7668,9/25/2015 13:39:13,,796450144,9/29/2015 02:34:43,,,,,,,fucking love it,invisible,just looks wrong,really
802941149,false,finalized,8,10/7/2015 10:32:28,,,eternal peace,1.0,sensitive teeth,0.6229,9/25/2015 13:39:13,,796450145,9/29/2015 02:34:43,,,,,,,eternal peace,peaceful protest,sensitive teeth,looked
802941150,false,finalized,8,10/8/2015 14:18:03,,,full,0.5015,real disaster,1.0,9/25/2015 13:39:13,,796450146,9/29/2015 02:34:43,,,,,,,it isn't pretty,real disaster,full,asleep
802941151,false,finalized,8,10/7/2015 13:52:16,,,little drive,0.3786,happened,0.4919,9/25/2015 13:39:13,,796450147,9/29/2015 02:34:43,,,,,,,little drive,way,words,happened
802941152,false,finalized,8,10/7/2015 17:36:47,,,willing,0.6138,hopeless,1.0,9/25/2015 13:39:13,,796450148,9/29/2015 02:34:43,,,,,,,grand lounge bar,coffee,hopeless,willing
802941153,false,finalized,8,10/7/2015 21:33:26,,,follow,0.5133,doesn't love me,0.8724,9/25/2015 13:39:13,,796450149,9/29/2015 02:34:43,,,,,,,cross,follow,perfect storm,doesn't love me
802941154,false,finalized,8,10/7/2015 06:02:17,,,nice bodies,0.6263,nobody loves me,1.0,9/25/2015 13:39:13,,796450150,9/29/2015 02:34:43,,,,,,,nice bodies,a little overboard,cheap and good,nobody loves me
802941155,false,finalized,8,10/7/2015 03:10:17,,,rising,1.0,incredibly sad,0.7561,9/25/2015 13:39:13,,796450151,9/29/2015 02:34:43,,,,,,,rising,incredibly sad,phone,accident
802941156,false,finalized,8,10/7/2015 13:46:43,,,so unbelievable happy,0.7526,anger management,0.6269,9/25/2015 13:39:13,,796450152,9/29/2015 02:34:43,,,,,,,anger management,chocolate,goes too fast,so unbelievable happy
802941157,false,finalized,8,10/7/2015 13:39:09,,,hopeless romantic,0.7506,wasnt real,0.5103,9/25/2015 13:39:13,,796450153,9/29/2015 02:34:43,,,,,,,wasnt real,#expensive,hopeless romantic,sure why not
802941158,false,finalized,8,10/8/2015 04:18:45,,,precious little family,0.5184,thought,0.6386,9/25/2015 13:39:13,,796450154,9/29/2015 02:34:43,,,,,,,thought,worth,just too cute,precious little family
802941159,false,finalized,8,10/8/2015 03:20:52,,,giving,1.0,blood,0.5293,9/25/2015 13:39:13,,796450155,9/29/2015 02:34:43,,,,,,,blood,blood work,stop following posers,giving
802941160,false,finalized,8,10/8/2015 03:19:15,,,balance,0.6506,tired,0.7796,9/25/2015 13:39:13,,796450156,9/29/2015 02:34:43,,,,,,,fair warning,tired,need to rest,balance
802941161,false,finalized,8,10/7/2015 10:39:02,,,sorry love,0.7431,ignoring,0.6055,9/25/2015 13:39:13,,796450157,9/29/2015 02:34:43,,,,,,,jealous,ego,ignoring,sorry love
802941162,false,finalized,8,10/8/2015 13:29:20,,,kind words,0.861,no money left,0.7734,9/25/2015 13:39:13,,796450158,9/29/2015 02:34:43,,,,,,,highly doubt,kind words,no money left,serious
802941163,false,finalized,8,10/7/2015 18:11:45,,,little joy,0.6272,really bad dream,0.6225,9/25/2015 13:39:13,,796450159,9/29/2015 02:34:43,,,,,,,absolute no,little joy,management,really bad dream
802941466,false,finalized,8,10/8/2015 11:17:55,,,usual,1.0,grim,0.7589,9/25/2015 13:39:13,,796450160,9/29/2015 02:34:43,,,,,,,let's forget,grim,sadly yes,usual
802941467,false,finalized,8,10/7/2015 23:24:06,,,pretty,1.0,paths will cross,0.7649,9/25/2015 13:39:13,,796450161,9/29/2015 02:34:43,,,,,,,paths will cross,good hearing,pretty,extra
802941468,false,finalized,8,10/8/2015 03:20:54,,,bar is open,0.481,even,0.3651,9/25/2015 13:39:13,,796450162,9/29/2015 02:34:43,,,,,,,bar is open,public,even,conscience
802941469,false,finalized,8,10/7/2015 17:26:03,,,super long hair,0.748,weapons,0.7432,9/25/2015 13:39:13,,796450163,9/29/2015 02:34:43,,,,,,,sheer,breaking,super long hair,weapons
802941470,false,finalized,8,10/8/2015 03:16:11,,,wireless,0.6148,scary,0.872,9/25/2015 13:39:13,,796450164,9/29/2015 02:34:43,,,,,,,fighting fit,year gone,wireless,scary
802941471,false,finalized,8,10/7/2015 17:49:56,,,friend,1.0,black coffee,0.6235,9/25/2015 13:39:13,,796450165,9/29/2015 02:34:43,,,,,,,black coffee,soft copy,friend,lets chill
802941472,false,finalized,8,10/7/2015 04:50:08,,,unbelievably good,1.0,pissed,1.0,9/25/2015 13:39:13,,796450166,9/29/2015 02:34:43,,,,,,,unbelievably good,fast,pissed,little grunt
802941473,false,finalized,8,10/8/2015 00:06:31,,,world hunger relief,0.5117,guilty,1.0,9/25/2015 13:39:13,,796450167,9/29/2015 02:34:43,,,,,,,pick,ready to serve,world hunger relief,guilty
802941474,false,finalized,8,10/7/2015 13:39:21,,,a baby boy,0.7551,missing,0.8781,9/25/2015 13:39:13,,796450168,9/29/2015 02:34:43,,,,,,,a baby boy,stopped,#at_1st_sight,missing
802941475,false,finalized,8,10/8/2015 03:17:05,,,stud,0.8738,mess,0.5079,9/25/2015 13:39:13,,796450169,9/29/2015 02:34:43,,,,,,,burns,bloody work,mess,stud
802941476,false,finalized,8,10/7/2015 17:24:59,,,christmas,0.6268,damn job,1.0,9/25/2015 13:39:13,,796450170,9/29/2015 02:34:43,,,,,,,nice shot,christmas,afternoon,damn job
802941477,false,finalized,8,10/7/2015 03:15:13,,,money,0.8743,frozen,1.0,9/25/2015 13:39:13,,796450171,9/29/2015 02:34:43,,,,,,,money,night,more,frozen
802941478,false,finalized,8,10/7/2015 17:37:58,,,hows your break,0.873,dread going back,1.0,9/25/2015 13:39:13,,796450172,9/29/2015 02:34:43,,,,,,,due to work,like a stranger,dread going back,hows your break
802941479,false,finalized,8,10/8/2015 00:10:32,,,crazy talk,1.0,sad day indeed,0.5,9/25/2015 13:39:13,,796450173,9/29/2015 02:34:43,,,,,,,crazy talk,sad day indeed,dumped,broke
802941480,false,finalized,8,10/7/2015 23:24:25,,,need a hug,0.6303,bedbugs,0.5073,9/25/2015 13:39:13,,796450174,9/29/2015 02:34:43,,,,,,,need a hug,bedbugs,unusable,spent
802941481,false,finalized,8,10/8/2015 14:17:23,,,smell yummy,1.0,miss my baby,0.614,9/25/2015 13:39:13,,796450175,9/29/2015 02:34:43,,,,,,,nuclear,dinner alone,miss my baby,smell yummy
802941482,false,finalized,8,10/7/2015 17:31:09,,,super sick start,0.5011,averted,0.5038,9/25/2015 13:39:13,,796450176,9/29/2015 02:34:43,,,,,,,nice cold beer,super sick start,averted,pleease
802941483,false,finalized,8,10/7/2015 12:51:24,,,sheer joy,0.873,beast,1.0,9/25/2015 13:39:13,,796450177,9/29/2015 02:34:43,,,,,,,beast,sheer joy,actual,talk
802941484,false,finalized,8,10/7/2015 20:35:18,,,deep love,1.0,addiction,0.7489,9/25/2015 13:39:13,,796450178,9/29/2015 02:34:43,,,,,,,blind,post,deep love,addiction
802941485,false,finalized,8,10/7/2015 17:57:42,,,solved,0.7468,super headache,1.0,9/25/2015 13:39:13,,796450179,9/29/2015 02:34:43,,,,,,,day,super headache,miss my puppy,solved
802941486,false,finalized,8,10/8/2015 04:38:59,,,hard to like,0.5182,nasty,0.516,9/25/2015 13:39:13,,796450180,9/29/2015 02:34:43,,,,,,,hard to like,nasty,worry,breaking my heart
